author,year,journal,doi,location,type,cover,zone,map,map_note,mat,ph,sand,silt,clay,texture_note,tot_n,av_n,tot_p,av_p,som,soc,soc_note,n_fert_class,n_fert_amt,p_fert_amt,irrigated,duration,sample,depth,main,main_cat,inter,inter_cat,n_ctrl,n_trt,ler,yield_rr,yield_lnrr,yield_ler,enz,enz_ec,enz_type,avg_eea_ctrl,stddev_eea_ctrl,avg_eea_trt,stddev_avg_trt,stddev_note,avg_mbc_ctrl,stddev_mbc_ctrl,avg_mbc_trt,stddev_mbc_trt,lnrr_eea,var_lnrr_eea,lnrr_mbc,var_lnrr_mbc,assay_method,assay_soil
Xiao et al.,2019,PeerJ,10.7717/peerj.7267,China,Pot,Covered,,,,,7.59,,,,,2.15,110.13,1.34,191.61,,14.98,,,,,,1,Bulk,20,Cucumber,Forb,Green garlic,Legume,3,3,,1.22,0.20,1.22,Urease,3.5.1.5,Nitrogen,3.59,0.12,3.69,0.12,,,,,,0.03,0.00,    ,    ,Boric acid,Air dried
Xiao et al.,2019,PeerJ,10.7717/peerj.7267,China,Pot,Covered,,,,,7.59,,,,,2.15,110.13,1.34,191.61,,14.98,,,,,,1,Rhizosphere,,Cucumber,Forb,Green garlic,Legume,3,3,,1.22,0.20,1.22,Urease,3.5.1.5,Nitrogen,3.58,0.11,4.03,0.24,,,,,,0.12,0.00,    ,    ,Boric acid,Air dried
Xiao et al.,2019,PeerJ,10.7717/peerj.7267,China,Pot,Covered,,,,,7.59,,,,,2.15,110.13,1.34,191.61,,14.98,,,,,,1,Bulk,20,Cucumber,Forb,Green garlic,Legume,3,3,,1.22,0.20,1.22,Alkaline phosphatase,3.1.3.1,Phosphorous,1.60,0.03,1.68,0.03,,,,,,0.05,0.00,    ,    ,PNP,Air dried
Xiao et al.,2019,PeerJ,10.7717/peerj.7267,China,Pot,Covered,,,,,7.59,,,,,2.15,110.13,1.34,191.61,,14.98,,,,,,1,Rhizosphere,,Cucumber,Forb,Green garlic,Legume,3,3,,1.22,0.20,1.22,Alkaline phosphatase,3.1.3.1,Phosphorous,1.59,0.04,1.67,0.04,,,,,,0.05,0.00,    ,    ,PNP,Air dried
Li et al.,2019,Industrial Crops and Products,10.1016/j.indcrop.2019.02.045,China,Field,Field,Temperate,1826,,23.3,6.14,,,,,0.68,11.18,0.29,19.86,,11.83,,High,,,,1,Bulk,20,Calla lily,Forb,Rubber,Woody,3,3,,0.92,-0.09,0.92,Urease,3.5.1.5,Nitrogen,0.11,0.00,0.08,0.01,,,,,,-0.32,0.01,    ,    ,Guan,Air dried
Li et al.,2019,Industrial Crops and Products,10.1016/j.indcrop.2019.02.045,China,Field,Field,Temperate,1826,,23.3,6.14,,,,,0.68,11.18,0.29,19.86,,11.83,,High,,,,1,Rhizosphere,,Calla lily,Forb,Rubber,Woody,3,3,,0.92,-0.09,0.92,Invertase,3.2.1.26,Carbon,3.03,0.11,4.13,0.06,,,,,,0.31,0.00,    ,    ,Guan,Air dried
Li et al.,2019,Industrial Crops and Products,10.1016/j.indcrop.2019.02.045,China,Field,Field,Temperate,1826,,23.3,6.14,,,,,0.68,11.18,0.29,19.86,,11.83,,High,,,,1,Bulk,20,Calla lily,Forb,Rubber,Woody,3,3,,0.92,-0.09,0.92,Invertase,3.2.1.26,Carbon,2.26,0.11,2.66,0.06,,,,,,0.16,0.00,    ,    ,Guan,Air dried
Li et al.,2019,Industrial Crops and Products,10.1016/j.indcrop.2019.02.045,China,Field,Field,Temperate,1826,,23.3,6.14,,,,,0.68,11.18,0.29,19.86,,11.83,,High,,,,1,Rhizosphere,,Calla lily,Forb,Rubber,Woody,3,3,,0.92,-0.09,0.92,Acid phosphatase,3.1.3.2,Phosphorous,1.20,0.00,1.57,0.04,,,,,,0.27,0.00,    ,    ,Na2-Ph-PO4,Air dried
Li et al.,2019,Industrial Crops and Products,10.1016/j.indcrop.2019.02.045,China,Field,Field,Temperate,1826,,23.3,6.14,,,,,0.68,11.18,0.29,19.86,,11.83,,High,,,,1,Bulk,20,Calla lily,Forb,Rubber,Woody,3,3,,0.92,-0.09,0.92,Acid phosphatase,3.1.3.2,Phosphorous,1.08,0.03,1.38,0.06,,,,,,0.25,0.00,    ,    ,Na2-Ph-PO4,Fresh
Li et al.,2019,Industrial Crops and Products,10.1016/j.indcrop.2019.02.045,China,Field,Field,Temperate,1826,,23.3,6.14,,,,,0.68,11.18,0.29,19.86,,11.83,,High,,,,1,Rhizosphere,,Calla lily,Forb,Rubber,Woody,3,3,,0.92,-0.09,0.92,Catalase,1.11.1.6,General,0.28,0.03,0.37,0.03,,,,,,0.28,0.01,    ,    ,KMnO4,Fresh
Li et al.,2019,Industrial Crops and Products,10.1016/j.indcrop.2019.02.045,China,Field,Field,Temperate,1826,,23.3,6.14,,,,,0.68,11.18,0.29,19.86,,11.83,,High,,,,1,Bulk,20,Calla lily,Forb,Rubber,Woody,3,3,,0.92,-0.09,0.92,Catalase,1.11.1.6,General,0.27,0.03,0.30,0.00,,,,,,0.11,0.00,    ,    ,KMnO4,Fresh
Menezes et al.,2019,Catena,10.1016/j.catena.2018.12.021,Brazil,Field,Field,Tropical,347.8,,27.1,6.3,83.54,8.05,8.41,,,,,,21.90,12.70,c,Medium,166,278,Yes,1,Bulk,10,Buffelgrass,Grass,Butterfly pea,Legume,12,12,,,,,?-glucosidase,3.2.1.21,Carbon,5.79,1.10,8.32,1.58,,292.67,15.93,526.00,28.93,0.36,0.01,0.59,0.00,PNG,Air dried
Menezes et al.,2019,Catena,10.1016/j.catena.2018.12.021,Brazil,Field,Field,Tropical,347.8,,27.1,6.3,83.54,8.05,8.41,,,,,,21.90,12.70,c,Medium,166,278,Yes,1,Bulk,10,Buffelgrass,Grass,Butterfly pea,Legume,12,12,,,,,Urease,3.5.1.5,Nitrogen,18.44,2.02,22.54,2.48,,292.67,15.93,526.00,28.93,0.20,0.00,0.59,0.00,Indophenol blue,Air dried
Menezes et al.,2019,Catena,10.1016/j.catena.2018.12.021,Brazil,Field,Field,Tropical,347.8,,27.1,6.3,83.54,8.05,8.41,,,,,,21.90,12.70,c,Medium,166,278,Yes,1,Bulk,10,Buffelgrass,Grass,Butterfly pea,Legume,12,12,,,,,Acid phosphatase,3.1.3.2,Phosphorous,11.79,1.65,12.23,1.71,,292.67,15.93,526.00,28.93,0.04,0.00,0.59,0.00,PNP,
Zhang et al.,2019,Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2018.10.046,China,Pot,Covered,,,,,8.06,,,,,,,1.00,0.84,,,,,,,,1,Bulk,,Garlic chives,Forb,Sunflower (-AMF),Forb,4,4,,,,,Acid phosphatase,3.1.3.2,Phosphorous,49.00,12.90,55.60,5.75,,,,,,0.13,0.02,    ,    ,PNP,
Zhang et al.,2019,Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2018.10.046,China,Pot,Covered,,,,,8.06,,,,,,,1.00,0.84,,,,,,,,1,Bulk,,Garlic chives,Forb,Sunflower (+AMF),Forb,4,4,,,,,Acid phosphatase,3.1.3.2,Phosphorous,49.00,12.90,73.70,12.40,,,,,,0.41,0.02,    ,    ,PNP,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Nightshade,Forb,Tomato,Forb,6,6,,,,,Invertase,3.2.1.26,Carbon,10.07,0.44,9.23,0.44,,,,,,-0.09,0.00,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Nightshade,Forb,Eggplant,Forb,6,6,,,,,Invertase,3.2.1.26,Carbon,10.07,0.44,8.38,0.44,,,,,,-0.18,0.00,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Tomato,Forb,Nightshade,Forb,6,6,,,,,Invertase,3.2.1.26,Carbon,13.18,0.49,9.19,0.49,,,,,,-0.36,0.00,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Eggplant,Forb,Nightshade,Forb,6,6,,,,,Invertase,3.2.1.26,Carbon,12.61,0.76,8.38,0.49,,,,,,-0.41,0.00,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Nightshade,Forb,Tomato,Forb,6,6,,,,,Urease,3.5.1.5,Nitrogen,16.84,2.47,17.67,2.16,,,,,,0.05,0.01,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Nightshade,Forb,Eggplant,Forb,6,6,,,,,Urease,3.5.1.5,Nitrogen,16.84,2.47,19.60,2.25,,,,,,0.15,0.01,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Tomato,Forb,Nightshade,Forb,6,6,,,,,Urease,3.5.1.5,Nitrogen,14.86,2.57,17.67,2.35,,,,,,0.17,0.01,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Eggplant,Forb,Nightshade,Forb,6,6,,,,,Urease,3.5.1.5,Nitrogen,15.83,2.35,19.60,2.16,,,,,,0.21,0.01,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Nightshade,Forb,Tomato,Forb,6,6,,,,,Phosphatase,3.1.3.-,Phosphorous,23.81,1.86,25.82,0.78,,,,,,0.08,0.00,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Nightshade,Forb,Eggplant,Forb,6,6,,,,,Phosphatase,3.1.3.-,Phosphorous,23.81,1.86,25.35,1.15,,,,,,0.06,0.00,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Tomato,Forb,Nightshade,Forb,6,6,,,,,Phosphatase,3.1.3.-,Phosphorous,24.71,2.35,25.82,0.71,,,,,,0.04,0.00,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Eggplant,Forb,Nightshade,Forb,6,6,,,,,Phosphatase,3.1.3.-,Phosphorous,24.39,1.94,25.35,1.15,,,,,,0.04,0.00,    ,    ,,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Nightshade,Forb,Tomato,Forb,6,6,,,,,Catalase,1.11.1.6,General,0.52,0.02,0.53,0.04,,,,,,0.02,0.00,    ,    ,KMnO4,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Nightshade,Forb,Eggplant,Forb,6,6,,,,,Catalase,1.11.1.6,General,0.52,0.02,0.55,0.02,,,,,,0.06,0.00,    ,    ,KMnO4,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Tomato,Forb,Nightshade,Forb,6,6,,,,,Catalase,1.11.1.6,General,0.42,0.03,0.53,0.04,,,,,,0.23,0.00,    ,    ,KMnO4,
Li et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042013,China,Pot,Covered,,,,,7.09,,,,,1.50,94.82,0.76,6.30,,,,,,,,1,Bulk,,Eggplant,Forb,Nightshade,Forb,6,6,,,,,Catalase,1.11.1.6,General,0.48,0.02,0.55,0.03,,,,,,0.14,0.00,    ,    ,KMnO4,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (CK),Forb,6,6,,,,,Catalase,1.11.1.6,General,1.04,0.12,1.11,0.13,,,,,,0.07,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (SG),Forb,6,6,,,,,Catalase,1.11.1.6,General,1.04,0.12,1.02,0.14,,,,,,-0.02,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (DG),Forb,6,6,,,,,Catalase,1.11.1.6,General,1.04,0.12,1.09,0.13,,,,,,0.05,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (UG),Forb,6,6,,,,,Catalase,1.11.1.6,General,1.04,0.12,0.96,0.11,,,,,,-0.08,0.00,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Impatiens balsamina (CK),Forb,6,6,,,,,Catalase,1.11.1.6,General,1.04,0.12,1.09,0.13,,,,,,0.05,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Impatiens balsamina (SG),Forb,6,6,,,,,Catalase,1.11.1.6,General,1.04,0.12,1.08,0.13,,,,,,0.04,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Impatiens balsamina (DG),Forb,6,6,,,,,Catalase,1.11.1.6,General,1.04,0.12,1.06,0.12,,,,,,0.02,0.00,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Impatiens balsamina (UG),Forb,6,6,,,,,Catalase,1.11.1.6,General,1.04,0.12,1.10,0.14,,,,,,0.06,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (CK),Forb,6,6,,,,,Urease,3.5.1.5,Nitrogen,4.86,0.66,5.27,0.62,,,,,,0.08,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (SG),Forb,6,6,,,,,Urease,3.5.1.5,Nitrogen,4.86,0.66,5.47,0.72,,,,,,0.12,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (DG),Forb,6,6,,,,,Urease,3.5.1.5,Nitrogen,4.86,0.66,5.81,0.72,,,,,,0.18,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (UG),Forb,6,6,,,,,Urease,3.5.1.5,Nitrogen,4.86,0.66,6.12,0.81,,,,,,0.23,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Impatiens balsamina (CK),Forb,6,6,,,,,Urease,3.5.1.5,Nitrogen,4.86,0.66,5.32,0.60,,,,,,0.09,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Impatiens balsamina (SG),Forb,6,6,,,,,Urease,3.5.1.5,Nitrogen,4.86,0.66,6.46,0.81,,,,,,0.29,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Impatiens balsamina (DG),Forb,6,6,,,,,Urease,3.5.1.5,Nitrogen,4.86,0.66,7.07,0.76,,,,,,0.38,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (CK),Forb,6,6,,,,,Invertase,3.2.1.26,Carbon,5538.00,631.97,6326.00,778.94,,,,,,0.13,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (SG),Forb,6,6,,,,,Invertase,3.2.1.26,Carbon,5538.00,631.97,4937.30,648.13,,,,,,-0.12,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (DG),Forb,6,6,,,,,Invertase,3.2.1.26,Carbon,5538.00,631.97,4859.10,604.04,,,,,,-0.13,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Cosmos sulphureus (UG),Forb,6,6,,,,,Invertase,3.2.1.26,Carbon,5538.00,631.97,4089.30,559.71,,,,,,-0.30,0.01,    ,    ,,
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Impatiens balsamina (CK),Forb,6,6,,,,,Invertase,3.2.1.26,Carbon,5538.00,631.97,6221.50,840.91,,,,,,0.12,0.01,    ,    ,,Fresh
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Impatiens balsamina (SG),Forb,6,6,,,,,Invertase,3.2.1.26,Carbon,5538.00,631.97,5177.70,672.87,,,,,,-0.07,0.01,    ,    ,,Fresh
Wu et al.,2019,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/233/4/042017,China,Field,Field,Temperate,,,,,,,,,,,,,,,,,,,,1,Bulk,,Grape,Woody,Impatiens balsamina (DG),Forb,6,6,,,,,Invertase,3.2.1.26,Carbon,5538.00,631.97,4339.90,538.15,,,,,,-0.24,0.01,    ,    ,,Fresh
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1500,,20,5.2,5.6,56.1,38.3,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Dolichos,Legume,4,4,,,,,FDA,,General,105.20,14.20,101.20,14.20,,4.30,0.55,4.40,0.55,-0.04,0.01,0.02,0.01,Soil optimized,Fresh
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1500,,20,5.2,5.6,56.1,38.3,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Lima bean,Legume,4,4,,,,,FDA,,General,105.20,14.20,136.60,14.20,,4.30,0.55,5.60,0.55,0.26,0.01,0.26,0.01,Soil optimized,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1500,,20,5.2,5.6,56.1,38.3,,,,,,,,,Low,90,90,,2,Bulk,10,Dolichos,Legume,Potato,Forb,4,4,,,,,FDA,,General,97.20,14.20,101.20,14.20,,4.20,0.55,4.40,0.55,0.04,0.01,0.05,0.01,Soil optimized,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1500,,20,5.2,5.6,56.1,38.3,,,,,,,,,Low,90,90,,2,Bulk,10,Lima bean,Legume,Potato,Forb,4,4,,,,,FDA,,General,148.80,14.20,136.60,14.20,,5.80,0.55,5.60,0.55,-0.09,0.01,-0.04,0.01,Soil optimized,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1500,,20,5.2,5.6,56.1,38.3,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Dolichos,Legume,4,4,,,,,Dehydrogenase,1.1.1.-,General,53.60,4.58,50.90,4.58,,4.30,0.55,4.40,0.55,-0.05,0.00,0.02,0.01,INT,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1500,,20,5.2,5.6,56.1,38.3,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Lima bean,Legume,4,4,,,,,Dehydrogenase,1.1.1.-,General,53.60,4.58,69.90,4.58,,4.30,0.55,5.60,0.55,0.27,0.00,0.26,0.01,INT,Fresh
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1500,,20,5.2,5.6,56.1,38.3,,,,,,,,,Low,90,90,,2,Bulk,10,Dolichos,Legume,Potato,Forb,4,4,,,,,Dehydrogenase,1.1.1.-,General,40.80,4.58,50.90,4.58,,4.20,0.55,4.40,0.55,0.22,0.01,0.05,0.01,INT,Fresh
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1500,,20,5.2,5.6,56.1,38.3,,,,,,,,,Low,90,90,,2,Bulk,10,Lima bean,Legume,Potato,Forb,4,4,,,,,Dehydrogenase,1.1.1.-,General,79.90,4.58,69.90,4.58,,5.80,0.55,5.60,0.55,-0.13,0.00,-0.04,0.01,INT,Fresh
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1006,,24,5.1,27.8,22.5,49.7,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Dolichos,Legume,4,4,,,,,FDA,,General,89.10,6.40,130.80,6.40,,4.10,0.23,5.20,0.23,0.38,0.00,0.24,0.00,Soil optimized,Fresh
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1006,,24,5.1,27.8,22.5,49.7,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Lima bean,Legume,4,4,,,,,FDA,,General,89.10,6.40,116.90,6.40,,4.10,0.23,5.00,0.23,0.27,0.00,0.20,0.00,Soil optimized,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1006,,24,5.1,27.8,22.5,49.7,,,,,,,,,Low,90,90,,2,Bulk,10,Dolichos,Legume,Potato,Forb,4,4,,,,,FDA,,General,154.80,6.40,130.80,6.40,,5.50,0.23,5.20,0.23,-0.17,0.00,-0.06,0.00,Soil optimized,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1006,,24,5.1,27.8,22.5,49.7,,,,,,,,,Low,90,90,,2,Bulk,10,Lima bean,Legume,Potato,Forb,4,4,,,,,FDA,,General,137.30,6.40,116.90,6.40,,5.00,0.23,5.00,0.23,-0.16,0.00,0.00,0.00,Soil optimized,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1006,,24,5.1,27.8,22.5,49.7,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Dolichos,Legume,4,4,,,,,Dehydrogenase,1.1.1.-,General,42.80,0.69,68.90,0.69,,4.10,0.23,5.20,0.23,0.48,0.00,0.24,0.00,INT,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1006,,24,5.1,27.8,22.5,49.7,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Lima bean,Legume,4,4,,,,,Dehydrogenase,1.1.1.-,General,42.80,0.69,58.60,0.69,,4.10,0.23,5.00,0.23,0.31,0.00,0.20,0.00,INT,Fresh
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1006,,24,5.1,27.8,22.5,49.7,,,,,,,,,Low,90,90,,2,Bulk,10,Dolichos,Legume,Potato,Forb,4,4,,,,,Dehydrogenase,1.1.1.-,General,79.60,0.69,68.90,0.69,,5.50,0.23,5.20,0.23,-0.14,0.00,-0.06,0.00,INT,Fresh
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,1006,,24,5.1,27.8,22.5,49.7,,,,,,,,,Low,90,90,,2,Bulk,10,Lima bean,Legume,Potato,Forb,4,4,,,,,Dehydrogenase,1.1.1.-,General,70.40,0.69,58.60,0.69,,5.00,0.23,5.00,0.23,-0.18,0.00,0.00,0.00,INT,Fresh
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,900,,27,5,42.2,33.3,24.5,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Dolichos,Legume,4,4,,,,,FDA,,General,88.70,7.00,111.80,7.00,,3.80,0.18,4.80,0.18,0.23,0.00,0.23,0.00,Soil optimized,Fresh
