author,year,journal,doi,location,type,cover,zone,map,map_note,mat,ph,sand,silt,clay,texture_note,tot_n,av_n,tot_p,av_p,som,soc,soc_note,n_fert_class,n_fert_amt,p_fert_amt,irrigated,duration,sample,depth,main,main_cat,inter,inter_cat,n_ctrl,n_trt,ler,yield_rr,yield_lnrr,yield_ler,enz,enz_ec,enz_type,avg_eea_ctrl,stddev_eea_ctrl,avg_eea_trt,stddev_avg_trt,stddev_note,avg_mbc_ctrl,stddev_mbc_ctrl,avg_mbc_trt,stddev_mbc_trt,lnrr_eea,var_lnrr_eea,lnrr_mbc,var_lnrr_mbc,assay_method,assay_soil
Khan et al,2014,Pak. J. Agri. Sci,WOS: 000337271400020,China,Pot,Covered,,,,,6.2,,,,,0.92,55.53,0.38,14.66,,,,Low,100,,,1,Bulk,,Peanut,Legume,Maize,Grass,3,3,,,,,Polyphenoloxidase,1.10.3.1,Oxidative,474.67,57.40,502.45,54.07,d,3.43,0.68,3.56,0.68,0.06,0.01,0.04,0.03,,Air dried
Zhang et al  ,2013,Plant and Soil,10.1007/s11104-012-1528-5,China,Pot,Covered,,1550,,17,6.1,29,50,21,b,0.69,69.50,0.86,13.60,17.90,10.38,c,Low,60,40,Yes,1,Bulk,20,Maize,Grass,Soybean,Legume,7,7,,1.06,0.06,1.06,Urease,3.5.1.5,Nitrogen,0.75,0.56,0.90,0.56,,,,,,0.18,0.14,    ,    ,Guan,Air dried
Zhang et al  ,2013,Plant and Soil,10.1007/s11104-012-1528-5,China,Pot,Covered,,1550,,17,6.1,29,50,21,b,0.69,69.50,0.86,13.60,17.90,10.38,c,Low,60,40,Yes,1,Bulk,20,Maize,Grass,Soybean,Legume,7,7,,1.06,0.06,1.06,Acid phosphatase,3.1.3.2,Phosphorous,0.80,0.48,1.23,0.42,,,,,,0.43,0.07,    ,    ,Na2-Ph-PO4,Air dried
Zhang et al  ,2013,Plant and Soil,10.1007/s11104-012-1528-5,China,Pot,Covered,,1550,,17,6.1,29,50,21,b,0.69,69.50,0.86,13.60,17.90,10.38,c,Low,60,40,Yes,1,Bulk,20,Maize,Grass,Soybean,Legume,7,7,,1.06,0.06,1.06,Protease,3.4.-,Nitrogen,60.25,49.69,73.65,52.39,,,,,,0.20,0.17,    ,    ,Ninhydrin,Air dried
Zhang et al  ,2013,Plant and Soil,10.1007/s11104-012-1528-5,China,Pot,Covered,,1550,,17,6.1,29,50,21,b,0.69,69.50,0.86,13.60,17.90,10.38,c,Low,60,40,Yes,1,Bulk,20,Maize,Grass,Soybean,Legume,7,7,,1.06,0.06,1.06,Invertase,3.2.1.26,Carbon,4.83,3.23,7.11,2.06,,,,,,0.39,0.08,    ,    ,Guan,Air dried
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,None,0,105,,,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Protease,3.4.-,Nitrogen,0.34,0.06,0.38,0.04,,,,,,0.11,0.01,    ,    ,,
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,None,0,63,,,Rhizosphere,,Soybean,Legume,Maize,Grass,3,3,,,,,Protease,3.4.-,Nitrogen,0.36,0.03,0.42,0.07,,,,,,0.15,0.01,    ,    ,,
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,None,0,105,,,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Urease,3.5.1.5,Nitrogen,2.92,0.62,3.50,0.20,,,,,,0.18,0.02,    ,    ,,
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,Medium,135,105,,,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Urease,3.5.1.5,Nitrogen,3.77,0.42,4.49,0.43,,,,,,0.18,0.01,    ,    ,,
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,None,0,63,,,Rhizosphere,,Soybean,Legume,Maize,Grass,3,3,,,,,Urease,3.5.1.5,Nitrogen,3.28,0.27,3.19,0.34,,,,,,-0.03,0.01,    ,    ,,
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,Medium,180,105,,,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Urease,3.5.1.5,Nitrogen,3.32,0.46,3.87,0.48,,,,,,0.15,0.01,    ,    ,,
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,Medium,135,105,,,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Protease,3.4.-,Nitrogen,0.35,0.04,0.40,0.06,,,,,,0.13,0.01,    ,    ,,
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,Low,45,63,,,Rhizosphere,,Soybean,Legume,Maize,Grass,3,3,,,,,Protease,3.4.-,Nitrogen,0.44,0.05,0.43,0.06,,,,,,-0.02,0.01,    ,    ,,
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,Low,45,63,,,Rhizosphere,,Soybean,Legume,Maize,Grass,3,3,,,,,Urease,3.5.1.5,Nitrogen,3.58,0.58,3.52,0.17,,,,,,-0.02,0.01,    ,    ,,
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,Medium,180,105,,,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Protease,3.4.-,Nitrogen,0.29,0.05,0.32,0.05,,,,,,0.10,0.02,    ,    ,,
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,Low,60,63,,,Rhizosphere,,Soybean,Legume,Maize,Grass,3,3,,,,,Protease,3.4.-,Nitrogen,0.44,0.04,0.41,0.06,,,,,,-0.07,0.01,    ,    ,,
Fu et al,2017,Chinese Journal of Eco-Agriculture (Chinese),10.13930/j.cnki.cjea.170335 ,China,Field,Field,Temperate,1041,a,,6.6,44,35,21,b,1.60,317.00,1.28,42.20,29.80,17.28,c,Low,60,63,,,Rhizosphere,,Soybean,Legume,Maize,Grass,3,3,,,,,Urease,3.5.1.5,Nitrogen,3.15,0.55,3.54,0.32,,,,,,0.12,0.01,    ,    ,,
Hu et al,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 24015565,China,Pot,Covered,,,,,,,,,,,141.30,,43.60,,,,,,,,,Rhizosphere,,Mulberry,Woody,Soybean,Legume,3,3,,,,,Urease,3.5.1.5,Nitrogen,32.25,4.43,43.77,5.84,,,,,,0.31,0.01,    ,    ,,
Hu et al,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 24015565,China,Pot,Covered,,,,,,,,,,,141.30,,43.60,,,,,,,,,Rhizosphere,,Soybean,Legume,Mulberry,Woody,3,3,,,,,Urease,3.5.1.5,Nitrogen,44.11,4.31,65.31,5.44,,,,,,0.39,0.01,    ,    ,,
Hu et al,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 24015565,China,Pot,Covered,,,,,,,,,,,141.30,,43.60,,,,,,,,,Rhizosphere,,Mulberry,Woody,Soybean,Legume,3,3,,,,,Catalase,1.11.1.6,General,0.80,0.02,0.98,0.07,,,,,,0.20,0.00,    ,    ,,
Hu et al,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 24015565,China,Pot,Covered,,,,,,,,,,,141.30,,43.60,,,,,,,,,Rhizosphere,,Soybean,Legume,Mulberry,Woody,3,3,,,,,Catalase,1.11.1.6,General,0.92,0.23,1.15,0.09,,,,,,0.22,0.02,    ,    ,,
Hu et al,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 24015565,China,Pot,Covered,,,,,,,,,,,141.30,,43.60,,,,,,,,,Rhizosphere,,Mulberry,Woody,Soybean,Legume,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,0.58,0.16,0.63,0.02,,,,,,0.08,0.03,    ,    ,,
Hu et al,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 24015565,China,Pot,Covered,,,,,,,,,,,141.30,,43.60,,,,,,,,,Rhizosphere,,Soybean,Legume,Mulberry,Woody,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,0.64,0.03,0.84,0.42,,,,,,0.27,0.08,    ,    ,,
Hu et al,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 24015565,China,Pot,Covered,,,,,,,,,,,141.30,,43.60,,,,,,,,,Rhizosphere,,Mulberry,Woody,Soybean,Legume,3,3,,,,,Invertase,3.2.1.26,Carbon,6.88,1.28,11.88,2.62,,,,,,0.55,0.03,    ,    ,,
Hu et al,2013,Chin. J. Appl. Ecol. (Chinese),PMID: 24015565,China,Pot,Covered,,,,,,,,,,,141.30,,43.60,,,,,,,,,Rhizosphere,,Soybean,Legume,Mulberry,Woody,3,3,,,,,Invertase,3.2.1.26,Carbon,10.20,2.74,19.58,3.27,,,,,,0.65,0.03,    ,    ,,
Ahmad et al  ,2013,Pak. J. Bot.,WOS: 000316988400050,China,Tunnel,Covered,,,,,7.46,29,50,21,b,1.73,91.70,1.13,137.25,13.73,7.96,c,High,595,595,Yes,1,Bulk,15,Pepper,Forb,Garlic G026,Forb,3,3,,,,,Urease,3.5.1.5,Nitrogen,2.35,0.44,3.55,0.61,,,,,,0.41,0.02,    ,    ,Guan,Air dried
Ahmad et al  ,2013,Pak. J. Bot.,WOS: 000316988400050,China,Tunnel,Covered,,,,,7.46,29,50,21,b,1.73,91.70,1.13,137.25,13.73,7.96,c,High,595,595,Yes,1,Bulk,15,Pepper,Forb,Garlic G064,Forb,3,3,,,,,Urease,3.5.1.5,Nitrogen,2.35,0.44,3.48,0.63,,,,,,0.39,0.02,    ,    ,Guan,Air dried
Ahmad et al  ,2013,Pak. J. Bot.,WOS: 000316988400050,China,Tunnel,Covered,,,,,7.46,29,50,21,b,1.73,91.70,1.13,137.25,13.73,7.96,c,High,595,595,Yes,1,Bulk,15,Pepper,Forb,Garlic G026,Forb,3,3,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,2.06,0.36,2.25,0.37,,,,,,0.09,0.02,    ,    ,Na2-Ph-PO4,Air dried
Ahmad et al  ,2013,Pak. J. Bot.,WOS: 000316988400050,China,Tunnel,Covered,,,,,7.46,29,50,21,b,1.73,91.70,1.13,137.25,13.73,7.96,c,High,595,595,Yes,1,Bulk,15,Pepper,Forb,Garlic G064,Forb,3,3,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,2.06,0.36,2.19,0.38,,,,,,0.06,0.02,    ,    ,Na2-Ph-PO4,Air dried
Ahmad et al  ,2013,Pak. J. Bot.,WOS: 000316988400050,China,Tunnel,Covered,,,,,7.46,29,50,21,b,1.73,91.70,1.13,137.25,13.73,7.96,c,High,595,595,Yes,1,Bulk,15,Pepper,Forb,Garlic G026,Forb,3,3,,,,,Invertase,3.2.1.26,Carbon,67.38,11.68,64.23,10.65,,,,,,-0.05,0.02,    ,    ,Guan,Air dried
Ahmad et al  ,2013,Pak. J. Bot.,WOS: 000316988400050,China,Tunnel,Covered,,,,,7.46,29,50,21,b,1.73,91.70,1.13,137.25,13.73,7.96,c,High,595,595,Yes,1,Bulk,15,Pepper,Forb,Garlic G064,Forb,3,3,,,,,Invertase,3.2.1.26,Carbon,67.38,11.68,74.54,12.87,,,,,,0.10,0.02,    ,    ,Guan,Air dried
Ahmad et al  ,2013,Pak. J. Bot.,WOS: 000316988400050,China,Tunnel,Covered,,,,,7.46,29,50,21,b,1.73,91.70,1.13,137.25,13.73,7.96,c,High,595,595,Yes,1,Bulk,15,Pepper,Forb,Garlic G026,Forb,3,3,,,,,Catalase,1.11.1.6,General,1.85,0.33,1.80,0.31,,,,,,-0.03,0.02,    ,    ,KMnO4,Air dried
Ahmad et al  ,2013,Pak. J. Bot.,WOS: 000316988400050,China,Tunnel,Covered,,,,,7.46,29,50,21,b,1.73,91.70,1.13,137.25,13.73,7.96,c,High,595,595,Yes,1,Bulk,15,Pepper,Forb,Garlic G064,Forb,3,3,,,,,Catalase,1.11.1.6,General,1.85,0.33,1.84,0.32,,,,,,-0.01,0.02,    ,    ,KMnO4,Air dried
Li et al,2013,Acta Physiol Plant,10.1007/s11738-012-1148-y,China,Pot,Covered,,,,,5,,,,,0.07,,0.01,,8.75,5.08,c,,,,Yes,3,Rhizosphere,,Sugarcane,Grass,Soybean,Legume,3,3,,1.31,0.27,1.31,Urease,3.5.1.5,Nitrogen,39.13,4.73,74.21,7.99,d,,,,,0.64,0.01,    ,    ,Guan,
Li et al,2013,Acta Physiol Plant,10.1007/s11738-012-1148-y,China,Pot,Covered,,,,,5,,,,,0.07,,0.01,,8.75,5.08,c,,,,Yes,3,Rhizosphere,,Soybean,Legume,Sugarcane,Grass,3,3,,0.90,-0.10,0.90,Urease,3.5.1.5,Nitrogen,44.65,5.40,80.76,8.69,d,,,,,0.59,0.01,    ,    ,Guan,
Li et al,2013,Acta Physiol Plant,10.1007/s11738-012-1148-y,China,Pot,Covered,,,,,5,,,,,0.07,,0.01,,8.75,5.08,c,,,,Yes,3,Rhizosphere,,Sugarcane,Grass,Soybean,Legume,3,3,,1.31,0.27,1.31,Acid phosphatase,3.1.3.2,Phosphorous,1.69,0.20,1.83,0.20,d,,,,,0.08,0.01,    ,    ,PNP,
Li et al,2013,Acta Physiol Plant,10.1007/s11738-012-1148-y,China,Pot,Covered,,,,,5,,,,,0.07,,0.01,,8.75,5.08,c,,,,Yes,3,Rhizosphere,,Soybean,Legume,Sugarcane,Grass,3,3,,0.90,-0.10,0.90,Acid phosphatase,3.1.3.2,Phosphorous,1.63,0.20,1.75,0.19,d,,,,,0.07,0.01,    ,    ,PNP,
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Rhizosphere,,Peanut,Legume,A. lancea (low density),Forb,4,4,,1.11,0.11,1.11,Urease,3.5.1.5,Nitrogen,0.41,0.02,0.52,0.12,,12.66,0.36,18.10,2.82,0.24,0.01,0.36,0.01,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Rhizosphere,,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.05,0.05,1.05,Urease,3.5.1.5,Nitrogen,0.41,0.02,0.49,0.02,,12.66,0.36,14.63,1.16,0.18,0.00,0.15,0.00,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Rhizosphere,,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.03,0.03,1.03,Urease,3.5.1.5,Nitrogen,0.41,0.02,0.47,0.02,,12.66,0.36,13.73,2.18,0.14,0.00,0.08,0.01,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Rhizosphere,,Peanut,Legume,A. lancea (low density),Forb,4,4,,1.11,0.11,1.11,Invertase,3.2.1.26,Carbon,1.75,0.44,4.25,2.02,,12.66,0.36,18.10,2.82,0.89,0.07,0.36,0.01,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Rhizosphere,,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.05,0.05,1.05,Invertase,3.2.1.26,Carbon,1.75,0.44,2.63,0.62,,12.66,0.36,14.63,1.16,0.41,0.03,0.15,0.00,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Rhizosphere,,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.03,0.03,1.03,Invertase,3.2.1.26,Carbon,1.75,0.44,2.26,1.50,,12.66,0.36,13.73,2.18,0.26,0.13,0.08,0.01,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Rhizosphere,,Peanut,Legume,A. lancea (low density),Forb,4,4,,1.11,0.11,1.11,Polyphenoloxidase,1.10.3.1,Oxidative,1.95,0.24,1.07,0.42,,12.66,0.36,18.10,2.82,-0.60,0.04,0.36,0.01,Catechol,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Rhizosphere,,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.05,0.05,1.05,Polyphenoloxidase,1.10.3.1,Oxidative,1.95,0.24,1.03,0.62,,12.66,0.36,14.63,1.16,-0.64,0.09,0.15,0.00,Catechol,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Rhizosphere,,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.03,0.03,1.03,Polyphenoloxidase,1.10.3.1,Oxidative,1.95,0.24,0.45,0.04,,12.66,0.36,13.73,2.18,-1.47,0.01,0.08,0.01,Catechol,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Bulk,20,Peanut,Legume,A. lancea (low density),Forb,4,4,,1.11,0.11,1.11,Urease,3.5.1.5,Nitrogen,0.36,0.06,0.48,0.04,,12.07,0.76,12.76,0.30,0.29,0.01,0.06,0.00,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Bulk,20,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.05,0.05,1.05,Urease,3.5.1.5,Nitrogen,0.36,0.06,0.42,0.10,,12.07,0.76,12.59,1.02,0.15,0.02,0.04,0.00,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Bulk,20,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.03,0.03,1.03,Urease,3.5.1.5,Nitrogen,0.36,0.06,0.40,0.02,,12.07,0.76,12.89,2.96,0.11,0.01,0.07,0.01,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Bulk,20,Peanut,Legume,A. lancea (low density),Forb,4,4,,1.11,0.11,1.11,Invertase,3.2.1.26,Carbon,0.86,0.82,1.98,1.14,,12.07,0.76,12.76,0.30,0.83,0.31,0.06,0.00,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Bulk,20,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.05,0.05,1.05,Invertase,3.2.1.26,Carbon,0.86,0.82,1.16,0.36,,12.07,0.76,12.59,1.02,0.30,0.25,0.04,0.00,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Bulk,20,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.03,0.03,1.03,Invertase,3.2.1.26,Carbon,0.86,0.82,2.94,0.96,,12.07,0.76,12.89,2.96,1.23,0.25,0.07,0.01,Guan,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Bulk,20,Peanut,Legume,A. lancea (low density),Forb,4,4,,1.11,0.11,1.11,Polyphenoloxidase,1.10.3.1,Oxidative,1.99,1.08,1.18,0.52,,12.07,0.76,12.76,0.30,-0.52,0.12,0.06,0.00,Catechol,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Bulk,20,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.05,0.05,1.05,Polyphenoloxidase,1.10.3.1,Oxidative,1.99,1.08,1.09,0.24,,12.07,0.76,12.59,1.02,-0.60,0.09,0.04,0.00,Catechol,Air dried
Dai et al,2012,Agroforest Syst,10.1007/s10457-012-9563-z,China,Field,Field,Temperate,1745,a,,5.04,52,24,24,b,0.87,,0.68,23.17,15.43,8.95,c,,,,,2,Bulk,20,Peanut,Legume,A. lancea (high density),Forb,4,4,,1.03,0.03,1.03,Polyphenoloxidase,1.10.3.1,Oxidative,1.99,1.08,1.03,0.40,,12.07,0.76,12.89,2.96,-0.66,0.11,0.07,0.01,Catechol,Air dried
Yang et al,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22263468,China,Pot,Covered,,,,,7.23,,,,,,182.30,,64.40,10.40,6.03,c,,,,,1,Rhizosphere,,Cucumber,Forb,Chinese onion L06,Forb,3,3,,,,,Urease,3.5.1.5,Nitrogen,6.48,0.05,6.91,0.16,,,,,,0.06,0.00,    ,    ,,
Yang et al,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22263468,China,Pot,Covered,,,,,7.23,,,,,,182.30,,64.40,10.40,6.03,c,,,,,1,Rhizosphere,,Cucumber,Forb,Chinease onion L04,Forb,3,3,,,,,Urease,3.5.1.5,Nitrogen,6.48,0.05,6.72,0.36,,,,,,0.04,0.00,    ,    ,,
Yang et al,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22263468,China,Pot,Covered,,,,,7.23,,,,,,182.30,,64.40,10.40,6.03,c,,,,,1,Rhizosphere,,Cucumber,Forb,Chinese onion L06,Forb,3,3,,,,,Peroxidase,1.11.1.7,Oxidative,0.45,0.03,0.39,0.03,,,,,,-0.14,0.00,    ,    ,,
Yang et al,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22263468,China,Pot,Covered,,,,,7.23,,,,,,182.30,,64.40,10.40,6.03,c,,,,,1,Rhizosphere,,Cucumber,Forb,Chinease onion L04,Forb,3,3,,,,,Peroxidase,1.11.1.7,Oxidative,0.45,0.03,0.51,0.02,,,,,,0.13,0.00,    ,    ,,
Yang et al,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22263468,China,Pot,Covered,,,,,7.23,,,,,,182.30,,64.40,10.40,6.03,c,,,,,1,Rhizosphere,,Cucumber,Forb,Chinese onion L06,Forb,3,3,,,,,Catalase,1.11.1.6,General,1.15,0.14,1.45,0.12,d,,,,,0.23,0.01,    ,    ,,
Yang et al,2011,Chin. J. Appl. Ecol. (Chinese),PMID: 22263468,China,Pot,Covered,,,,,7.23,,,,,,182.30,,64.40,10.40,6.03,c,,,,,1,Rhizosphere,,Cucumber,Forb,Chinease onion L04,Forb,3,3,,,,,Catalase,1.11.1.6,General,1.15,0.14,1.18,0.07,d,,,,,0.03,0.01,    ,    ,,
Zhou et al,2011,European Journal of Soil Biology,10.1016/j.ejsobi.2011.07.001,China,Greenhouse plots,Covered,,,,,7.64,38,39,23,b,,146.60,,284.20,35.10,20.36,c,Low,10,8,,1,Rhizosphere,,Cucumber,Forb,Garlic,Forb,3,3,,1.17,0.15,1.17,Urease,3.5.1.5,Nitrogen,5.89,0.45,7.27,0.27,,,,,,0.21,0.00,    ,    ,Guan,Fresh
Zhou et al,2011,European Journal of Soil Biology,10.1016/j.ejsobi.2011.07.001,China,Greenhouse plots,Covered,,,,,7.64,38,39,23,b,,146.60,,284.20,35.10,20.36,c,Low,10,8,,1,Rhizosphere,,Cucumber,Forb,Onion,Forb,3,3,,1.21,0.19,1.21,Urease,3.5.1.5,Nitrogen,5.89,0.45,8.19,1.04,,,,,,0.33,0.01,    ,    ,Guan,Fresh
Zhou et al,2011,European Journal of Soil Biology,10.1016/j.ejsobi.2011.07.001,China,Greenhouse plots,Covered,,,,,7.64,38,39,23,b,,146.60,,284.20,35.10,20.36,c,Low,10,8,,1,Rhizosphere,,Cucumber,Forb,Garlic,Forb,3,3,,1.17,0.15,1.17,Catalase,1.11.1.6,General,3.48,0.21,3.48,0.21,,,,,,0.00,0.00,    ,    ,KMnO4,Fresh
Zhou et al,2011,European Journal of Soil Biology,10.1016/j.ejsobi.2011.07.001,China,Greenhouse plots,Covered,,,,,7.64,38,39,23,b,,146.60,,284.20,35.10,20.36,c,Low,10,8,,1,Rhizosphere,,Cucumber,Forb,Onion,Forb,3,3,,1.21,0.19,1.21,Catalase,1.11.1.6,General,3.48,0.21,2.31,0.49,,,,,,-0.41,0.02,    ,    ,KMnO4,Fresh
Zhou et al,2011,European Journal of Soil Biology,10.1016/j.ejsobi.2011.07.001,China,Greenhouse plots,Covered,,,,,7.64,38,39,23,b,,146.60,,284.20,35.10,20.36,c,Low,10,8,,1,Rhizosphere,,Cucumber,Forb,Garlic,Forb,3,3,,1.17,0.15,1.17,Polyphenoloxidase,1.10.3.1,Oxidative,1.13,0.71,1.66,0.55,,,,,,0.39,0.17,    ,    ,Catechol,Fresh
Zhou et al,2011,European Journal of Soil Biology,10.1016/j.ejsobi.2011.07.001,China,Greenhouse plots,Covered,,,,,7.64,38,39,23,b,,146.60,,284.20,35.10,20.36,c,Low,10,8,,1,Rhizosphere,,Cucumber,Forb,Onion,Forb,3,3,,1.21,0.19,1.21,Polyphenoloxidase,1.10.3.1,Oxidative,1.13,0.71,3.12,0.93,,,,,,1.02,0.16,    ,    ,Catechol,Fresh
